Date,Open,High,Low,Close,Adj Close,Volume
2012-03-05,177.5399932861328,177.63999938964844,176.27000427246094,177.2100067138672,152.2008514404297,2516000
2012-03-06,175.33999633789062,175.5,173.30999755859375,173.8000030517578,149.27212524414062,2964200
2012-03-07,174.2100067138672,175.72000122070312,173.89999389648438,175.52999877929688,150.75799560546875,2202700
2012-03-08,176.74000549316406,177.9199981689453,175.6300048828125,177.5399932861328,152.4842987060547,2672000
2012-03-09,177.5800018310547,180.07000732421875,177.5399932861328,179.25999450683594,153.96153259277344,2494600
2012-03-12,179.27000427246094,179.5800018310547,178.0500030517578,178.61000061035156,153.40330505371094,2926700
2012-03-13,179.66000366210938,182.10000610351562,179.2100067138672,182.10000610351562,156.4006805419922,2420200
2012-03-14,181.82000732421875,182.22000122070312,180.1999969482422,180.7100067138672,155.20697021484375,1903400
2012-03-15,180.77000427246094,182.58999633789062,180.27000427246094,182.3800048828125,156.64122009277344,1855500
2012-03-16,182.02000427246094,182.3000030517578,181.44000244140625,181.74000549316406,156.42005920410156,1837200
2012-03-19,181.52000427246094,183.35000610351562,181.25999450683594,182.35000610351562,156.945068359375,2023600
2012-03-20,181.11000061035156,181.4499969482422,180.2899932861328,181.00999450683594,155.79171752929688,1757800
2012-03-21,181.30999755859375,181.7899932861328,180.3000030517578,180.80999755859375,155.61956787109375,6223600
2012-03-22,179.27999877929688,179.75,177.6699981689453,178.97000122070312,154.03598022460938,5134500
2012-03-23,179.10000610351562,180.3000030517578,177.6199951171875,180.13999938964844,155.04295349121094,2263700
2012-03-26,181.77999877929688,182.83999633789062,181.52999877929688,182.83999633789062,157.3668212890625,3684600
2012-03-27,182.77000427246094,183.11000061035156,182.02000427246094,182.08999633789062,156.72125244140625,1824300
2012-03-28,181.9600067138672,182.3800048828125,179.47000122070312,181.1300048828125,155.89508056640625,2044300
2012-03-29,179.9600067138672,181.2899932861328,178.80999755859375,180.86000061035156,155.6626434326172,2056400
2012-03-30,181.99000549316406,182.0500030517578,180.16000366210938,180.7100067138672,155.53358459472656,1418900
2012-04-02,180.47000122070312,182.8000030517578,179.8800048828125,181.77000427246094,156.44586181640625,3517700
2012-04-03,181.27999877929688,182.5500030517578,180.66000366210938,182.17999267578125,156.79873657226562,2861100
2012-04-04,180.42999267578125,180.77999877929688,178.75999450683594,179.72000122070312,154.6814422607422,5243700
2012-04-05,179.25999450683594,179.9499969482422,178.64999389648438,178.99000549316406,154.05316162109375,1506400
2012-04-09,176.27999877929688,177.1199951171875,175.7100067138672,176.8000030517578,152.16830444335938,2625100
2012-04-10,176.30999755859375,176.80999755859375,172.33999633789062,172.63999938964844,148.5878143310547,4447300
2012-04-11,174.22999572753906,175.02000427246094,172.5399932861328,174.6199951171875,150.29200744628906,1893700
2012-04-12,174.58999633789062,178.10000610351562,174.58999633789062,177.74000549316406,152.97727966308594,2389300
2012-04-13,177.16000366210938,177.36000061035156,175.35000610351562,175.5399932861328,151.08380126953125,3478100
2012-04-16,176.41000366210938,176.97999572753906,174.3800048828125,175.6199951171875,151.15269470214844,1465800
2012-04-17,176.80999755859375,179.3800048828125,176.75999450683594,178.4199981689453,153.56256103515625,2366900
2012-04-18,177.5399932861328,178.4600067138672,177.25999450683594,177.92999267578125,153.14080810546875,1077000
2012-04-19,177.85000610351562,179.5399932861328,176.10000610351562,177.25,152.5556182861328,1935100
2012-04-20,178.0500030517578,178.99000549316406,177.4600067138672,177.47999572753906,152.75355529785156,1531600
2012-04-23,175.27999877929688,175.80999755859375,173.74000549316406,175.75999450683594,151.27313232421875,1735400
2012-04-24,175.85000610351562,176.9499969482422,175.27000427246094,176.1999969482422,151.65185546875,1775700
2012-04-25,178.11000061035156,179.47999572753906,177.91000366210938,179.24000549316406,154.26834106445312,2889300
2012-04-26,179.0,181.4199981689453,178.8699951171875,180.99000549316406,155.77452087402344,1599600
2012-04-27,181.5800018310547,182.2100067138672,180.0399932861328,181.75,156.4286651611328,1735000
2012-04-30,181.74000549316406,181.83999633789062,179.94000244140625,180.1999969482422,155.09457397460938,2009100
2012-05-01,180.5,183.16000366210938,179.8000030517578,181.13999938964844,155.9036102294922,1966000
2012-05-02,179.86000061035156,181.8000030517578,179.4600067138672,181.47000122070312,156.18768310546875,1379200
2012-05-03,181.10000610351562,181.36000061035156,177.94000244140625,178.49000549316406,153.622802734375,2285800
2012-05-04,177.33999633789062,177.52999877929688,175.02000427246094,175.6999969482422,151.22152709960938,2071400
2012-05-07,175.32000732421875,176.72000122070312,175.2899932861328,176.3800048828125,151.80682373046875,1492000
2012-05-08,175.1699981689453,176.1699981689453,172.77999877929688,176.0500030517578,151.52276611328125,3693000
2012-05-09,174.05999755859375,176.1699981689453,172.88999938964844,175.3699951171875,150.93751525878906,1989300
2012-05-10,176.7100067138672,176.8000030517578,174.88999938964844,175.52999877929688,151.0752410888672,1300000
2012-05-11,174.1999969482422,177.13999938964844,174.11000061035156,175.5800018310547,151.11827087402344,1751900
2012-05-14,173.77000427246094,174.89999389648438,172.80999755859375,173.61000061035156,149.4227294921875,2036100
2012-05-15,173.4199981689453,174.57000732421875,172.2899932861328,172.94000244140625,148.84609985351562,3171200
2012-05-16,173.3300018310547,174.38999938964844,171.2899932861328,171.41000366210938,147.5292510986328,1512100
2012-05-17,171.27999877929688,171.44000244140625,166.74000549316406,166.7899932861328,143.5528564453125,4117900
2012-05-18,167.05999755859375,167.97999572753906,164.58999633789062,164.7100067138672,141.76266479492188,2967200
2012-05-21,165.1699981689453,168.6199951171875,164.42999267578125,168.52999877929688,145.05047607421875,4556400
2012-05-22,168.99000549316406,170.38999938964844,167.99000549316406,169.0399932861328,145.48944091796875,3073000
2012-05-23,167.38999938964844,170.25999450683594,166.41000366210938,170.00999450683594,146.32427978515625,2541100
2012-05-24,170.2100067138672,170.8300018310547,168.6199951171875,170.63999938964844,146.86651611328125,1629800
2012-05-25,170.72999572753906,171.0800018310547,169.77000427246094,170.2899932861328,146.56524658203125,1746700
2012-05-29,171.61000061035156,172.85000610351562,170.67999267578125,172.4499969482422,148.42431640625,1480700
2012-05-30,170.74000549316406,170.89999389648438,168.72000122070312,169.00999450683594,145.4635772705078,1262400
2012-05-31,168.97000122070312,169.57000732421875,166.49000549316406,168.57000732421875,145.08486938476562,2526700
2012-06-01,165.3699951171875,165.9499969482422,163.27000427246094,163.33999633789062,140.5835418701172,2597000
2012-06-04,163.6699981689453,164.10000610351562,160.69000244140625,162.50999450683594,139.86915588378906,1691300
2012-06-05,161.5800018310547,164.74000549316406,161.52999877929688,164.55999755859375,141.63352966308594,1496000
2012-06-06,165.8800048828125,168.1999969482422,165.64999389648438,168.10000610351562,144.68032836914062,1792100
2012-06-07,170.35000610351562,170.5399932861328,167.19000244140625,167.3300018310547,144.0176239013672,2115300
2012-06-08,167.24000549316406,168.9499969482422,166.02000427246094,168.72000122070312,145.21389770507812,1723600
2012-06-11,170.36000061035156,170.58999633789062,165.27999877929688,165.5500030517578,142.48565673828125,3003200
2012-06-12,166.16000366210938,167.30999755859375,164.9199981689453,167.22000122070312,143.9229736328125,2769600
2012-06-13,166.72999572753906,167.4499969482422,164.3300018310547,164.97999572753906,141.99505615234375,2068700
2012-06-14,165.1699981689453,166.72999572753906,164.5500030517578,166.0500030517578,142.91595458984375,3007400
2012-06-15,166.0800018310547,167.69000244140625,165.64999389648438,167.25,144.3922576904297,1926200
2012-06-18,166.25999450683594,168.89999389648438,165.75999450683594,168.61000061035156,145.56639099121094,1851100
2012-06-19,169.63999938964844,171.24000549316406,169.25,170.3699951171875,147.08584594726562,1206200
2012-06-20,170.5800018310547,171.39999389648438,169.22000122070312,170.25,146.9822998046875,1283900
2012-06-21,170.27000427246094,170.49000549316406,165.5,165.7899932861328,143.13182067871094,1454600
2012-06-22,166.57000732421875,167.02999877929688,165.49000549316406,166.5399932861328,143.77931213378906,1362000
2012-06-25,164.32000732421875,164.4199981689453,162.72999572753906,163.5500030517578,141.19793701171875,1708900
2012-06-26,164.1300048828125,165.25,162.82000732421875,164.64999389648438,142.14759826660156,2263600
2012-06-27,165.25,166.52000427246094,164.6300048828125,166.2899932861328,143.56346130371094,1715700
2012-06-28,164.75,166.7899932861328,164.07000732421875,166.7899932861328,143.99513244628906,2904400
2012-06-29,170.22000122070312,171.52000427246094,169.4600067138672,171.3000030517578,147.8887176513672,3615800
2012-07-02,172.3300018310547,172.6300048828125,170.97000122070312,172.49000549316406,148.91612243652344,2346800
2012-07-03,172.6199951171875,174.60000610351562,172.5,174.47000122070312,150.62551879882812,1506300
2012-07-05,174.42999267578125,175.0399932861328,173.19000244140625,174.5,150.6514434814453,2586200
2012-07-06,172.77999877929688,172.99000549316406,171.5399932861328,172.49000549316406,148.91612243652344,1347600
2012-07-09,172.30999755859375,172.44000244140625,171.0,171.8800048828125,148.3894805908203,1534100
2012-07-10,173.07000732421875,173.22000122070312,169.25,169.9600067138672,146.73190307617188,2771800
2012-07-11,170.1199951171875,170.66000366210938,168.41000366210938,169.4499969482422,146.2915496826172,1073600
2012-07-12,168.25,169.64999389648438,166.7899932861328,168.83999633789062,145.7649383544922,1515600
2012-07-13,169.49000549316406,171.72000122070312,169.41000366210938,171.50999450683594,148.07003784179688,1543800
2012-07-16,171.14999389648438,171.22999572753906,169.5,170.4600067138672,147.16357421875,1182200
2012-07-17,171.41000366210938,171.72999572753906,168.94000244140625,171.49000549316406,148.0527801513672,1802600
2012-07-18,171.0800018310547,173.2899932861328,170.88999938964844,172.64999389648438,149.05421447753906,1027400
2012-07-19,173.3800048828125,173.6999969482422,172.19000244140625,172.74000549316406,149.13197326660156,1036100
2012-07-20,171.39999389648438,172.1999969482422,170.92999267578125,171.13999938964844,147.75064086914062,1043900
2012-07-23,168.1999969482422,169.33999633789062,167.00999450683594,168.85000610351562,145.7736053466797,1195900
2012-07-24,169.27000427246094,169.27000427246094,165.4199981689453,166.3699951171875,143.63247680664062,3293900
2012-07-25,167.02999877929688,167.77999877929688,165.8800048828125,166.72000122070312,143.9346923828125,1889600
2012-07-26,169.36000061035156,169.99000549316406,167.82000732421875,169.1999969482422,146.07579040527344,1585200
2012-07-27,170.1999969482422,173.4499969482422,169.64999389648438,172.72000122070312,149.11471557617188,3512000
2012-07-30,172.85000610351562,173.52000427246094,171.69000244140625,172.27999877929688,148.7348175048828,1910200
2012-07-31,172.02000427246094,172.77999877929688,171.05999755859375,171.25999450683594,147.85418701171875,2356700
2012-08-01,171.82000732421875,172.3699951171875,169.42999267578125,169.4600067138672,146.30029296875,2514000
2012-08-02,167.91000366210938,169.8800048828125,167.3800048828125,168.64999389648438,145.60092163085938,2029800
2012-08-03,171.30999755859375,172.60000610351562,171.05999755859375,171.91000366210938,148.4154052734375,1333200
2012-08-06,172.27999877929688,173.52999877929688,172.13999938964844,172.80999755859375,149.1923828125,1246600
2012-08-07,173.97999572753906,175.47000122070312,173.72999572753906,174.58999633789062,150.7290802001953,3016000
2012-08-08,173.80999755859375,175.0500030517578,173.80999755859375,174.72999572753906,150.84999084472656,1443600
2012-08-09,174.60000610351562,175.60000610351562,174.39999389648438,175.05999755859375,151.1348876953125,2095900
2012-08-10,174.3300018310547,175.25999450683594,173.8300018310547,175.08999633789062,151.1607666015625,1612500
2012-08-13,175.00999450683594,175.3000030517578,173.3699951171875,174.8300018310547,150.93634033203125,1753100
2012-08-14,175.69000244140625,175.75999450683594,174.0800018310547,174.55999755859375,150.7032012939453,2100100
2012-08-15,174.4600067138672,175.7899932861328,174.22000122070312,175.7899932861328,151.76512145996094,1223300
2012-08-16,175.6699981689453,177.52999877929688,175.30999755859375,177.3300018310547,153.09469604492188,1493300
2012-08-17,177.49000549316406,178.19000244140625,177.10000610351562,178.10000610351562,153.75938415527344,1631000
2012-08-20,177.77999877929688,178.07000732421875,176.75,177.57000732421875,153.30184936523438,1068300
2012-08-21,178.1699981689453,179.24000549316406,177.30999755859375,177.77999877929688,153.4830780029297,1543100
2012-08-22,177.55999755859375,177.97000122070312,176.5800018310547,177.41000366210938,153.1637420654297,1219700
2012-08-23,177.17999267578125,177.2100067138672,175.72000122070312,176.24000549316406,152.1536102294922,907900
2012-08-24,176.00999450683594,177.1999969482422,175.4600067138672,176.6999969482422,152.55072021484375,2833400
2012-08-27,177.64999389648438,177.64999389648438,176.2899932861328,176.64999389648438,152.50755310058594,2029100
2012-08-28,176.4600067138672,177.74000549316406,176.14999389648438,177.39999389648438,153.1550750732422,3179300
2012-08-29,177.47999572753906,178.0,176.77999877929688,177.52000427246094,153.2587127685547,1087500
2012-08-30,176.52000427246094,176.91000366210938,175.3800048828125,176.22000122070312,152.13633728027344,1234400
2012-08-31,177.61000061035156,177.75,175.35000610351562,177.3300018310547,153.09469604492188,1709200
2012-09-04,177.1699981689453,179.47000122070312,175.85000610351562,179.0,154.53640747070312,3304000
2012-09-05,179.11000061035156,179.35000610351562,178.1999969482422,178.7100067138672,154.28598022460938,2059600
2012-09-06,179.86000061035156,182.66000366210938,179.72999572753906,182.2100067138672,157.3077392578125,4737200
2012-09-07,182.52000427246094,183.69000244140625,182.24000549316406,183.16000366210938,158.12786865234375,3376800
2012-09-10,182.83999633789062,183.3800048828125,182.27000427246094,182.4199981689453,157.4889678955078,2126900
2012-09-11,182.3699951171875,183.1199951171875,182.13999938964844,182.5399932861328,157.5925750732422,1977500
2012-09-12,183.2100067138672,183.49000549316406,182.41000366210938,183.49000549316406,158.41273498535156,1414300
2012-09-13,183.60000610351562,185.8300018310547,182.5399932861328,185.30999755859375,159.98403930664062,3248000
2012-09-14,186.0,187.8800048828125,185.74000549316406,187.35000610351562,161.74520874023438,3106000
2012-09-17,186.55999755859375,186.86000061035156,185.11000061035156,185.5,160.1480712890625,2102200
2012-09-18,185.0,185.0500030517578,183.80999755859375,184.22000122070312,159.04299926757812,1861800
2012-09-19,184.52999877929688,185.08999633789062,183.9199981689453,184.6699981689453,159.43150329589844,2261100
2012-09-20,183.72000122070312,183.72000122070312,182.5399932861328,183.39999389648438,158.3350830078125,3097400
2012-09-21,184.22000122070312,184.63999938964844,182.74000549316406,182.74000549316406,158.11956787109375,3526400
2012-09-24,182.25999450683594,183.3699951171875,182.0399932861328,182.72999572753906,158.11099243164062,1375000
2012-09-25,183.44000244140625,183.60000610351562,179.77999877929688,179.94000244140625,155.69688415527344,2756900
2012-09-26,180.11000061035156,180.3000030517578,177.86000061035156,178.57000732421875,154.51144409179688,2116200
2012-09-27,179.25999450683594,181.02000427246094,178.74000549316406,180.67999267578125,156.33714294433594,1460700
2012-09-28,179.8300018310547,180.69000244140625,178.99000549316406,179.9199981689453,155.67955017089844,2058900
2012-10-01,180.91000366210938,180.94000244140625,177.9499969482422,178.97000122070312,154.8575439453125,5178400
2012-10-02,179.6300048828125,180.11000061035156,178.9600067138672,179.89999389648438,155.66226196289062,2028400
2012-10-03,180.3000030517578,180.72000122070312,178.94000244140625,179.86000061035156,155.62762451171875,2322300
2012-10-04,180.3800048828125,181.72000122070312,179.6699981689453,181.52999877929688,157.0726776123047,4654900
2012-10-05,182.25999450683594,183.0500030517578,181.02000427246094,181.52999877929688,157.0726776123047,2272300
2012-10-08,180.52999877929688,181.38999938964844,180.27000427246094,180.7100067138672,156.36312866210938,1256800
2012-10-09,180.63999938964844,180.97000122070312,178.72000122070312,179.11000061035156,154.97869873046875,2657000
2012-10-10,179.19000244140625,179.22999572753906,177.75,178.22999572753906,154.21722412109375,2274500
2012-10-11,179.4499969482422,180.1699981689453,178.8000030517578,179.1300048828125,154.99603271484375,1918500
2012-10-12,178.97000122070312,179.24000549316406,177.32000732421875,177.66000366210938,153.7240447998047,1234700
2012-10-15,178.27999877929688,179.32000732421875,177.19000244140625,179.32000732421875,155.16038513183594,1630100
2012-10-16,179.85000610351562,181.1699981689453,179.75999450683594,181.1699981689453,156.7611541748047,1390000
2012-10-17,181.1199951171875,182.88999938964844,180.88999938964844,182.50999450683594,157.920654296875,2071700
2012-10-18,182.25999450683594,182.8300018310547,181.5399932861328,182.3699951171875,157.79949951171875,1482600
2012-10-19,181.64999389648438,181.80999755859375,179.19000244140625,179.58999633789062,155.39401245117188,2295100
2012-10-22,179.61000061035156,180.02000427246094,178.30999755859375,179.47999572753906,155.298828125,1199600
2012-10-23,177.58999633789062,178.74000549316406,176.07000732421875,178.17999267578125,154.17396545410156,2403200
2012-10-24,178.9600067138672,179.25999450683594,177.39999389648438,177.67999267578125,153.74136352539062,1180300
2012-10-25,178.72999572753906,179.2899932861328,176.64999389648438,178.07000732421875,154.07876586914062,2461900
2012-10-26,178.1300048828125,178.6699981689453,176.3000030517578,177.55999755859375,153.6374969482422,1682900
2012-10-31,177.6699981689453,178.60000610351562,176.8800048828125,178.25,154.23455810546875,1781900
2012-11-01,178.75999450683594,182.83999633789062,177.97000122070312,182.67999267578125,158.0677032470703,2546800
2012-11-02,183.36000061035156,183.4199981689453,179.94000244140625,179.99000549316406,155.7401580810547,3544700
2012-11-05,179.9199981689453,181.1999969482422,179.3800048828125,181.10000610351562,156.70057678222656,1492300
2012-11-06,181.6699981689453,183.08999633789062,181.3000030517578,182.69000244140625,158.07635498046875,2050800
2012-11-07,180.7100067138672,180.8699951171875,177.91000366210938,178.89999389648438,154.79698181152344,5672700
2012-11-08,178.64999389648438,179.13999938964844,176.3699951171875,176.3699951171875,152.6078338623047,5108300
2012-11-09,175.55999755859375,178.10000610351562,175.5399932861328,176.8000030517578,152.9799346923828,2348000
2012-11-12,177.27000427246094,177.3800048828125,176.25,176.5399932861328,152.75489807128906,1581600
2012-11-13,175.72000122070312,177.61000061035156,175.3800048828125,176.49000549316406,152.7117156982422,1509900
2012-11-14,176.5500030517578,176.85000610351562,172.82000732421875,173.1999969482422,149.86492919921875,6331400
2012-11-15,172.86000061035156,173.8699951171875,171.52999877929688,172.52000427246094,149.27658081054688,2656700
2012-11-16,172.66000366210938,173.9199981689453,171.5500030517578,173.75999450683594,150.3495330810547,8309500
2012-11-19,175.49000549316406,177.2899932861328,175.2899932861328,177.2899932861328,153.40386962890625,2078200
2012-11-20,176.74000549316406,178.02000427246094,176.52999877929688,177.88999938964844,153.92303466796875,1898700
2012-11-21,178.02999877929688,178.55999755859375,177.5,178.39999389648438,154.3643341064453,800900
2012-11-23,179.19000244140625,180.66000366210938,179.14999389648438,180.5500030517578,156.22467041015625,1370800
2012-11-26,179.88999938964844,180.6699981689453,179.2899932861328,180.41000366210938,156.10357666015625,974200
2012-11-27,180.16000366210938,180.97000122070312,179.75999450683594,180.00999450683594,155.75741577148438,1344900
2012-11-28,179.22000122070312,181.25999450683594,177.94000244140625,181.17999267578125,156.769775390625,1828800
2012-11-29,182.32000732421875,182.60000610351562,181.2100067138672,182.4199981689453,157.84268188476562,2853500
2012-11-30,182.8699951171875,182.8699951171875,181.72999572753906,182.35000610351562,157.78216552734375,1493800
2012-12-03,183.6300048828125,183.64999389648438,181.5,182.02999877929688,157.5052947998047,2200500
2012-12-04,181.94000244140625,182.50999450683594,181.0500030517578,181.91000366210938,157.40139770507812,1486000
2012-12-05,182.52000427246094,182.97999572753906,180.91000366210938,182.3000030517578,157.73890686035156,1932900
2012-12-06,182.24000549316406,183.11000061035156,182.00999450683594,182.6699981689453,158.05902099609375,1562600
2012-12-07,183.3300018310547,183.4600067138672,182.25999450683594,182.91000366210938,158.2666473388672,1992200
2012-12-10,182.99000549316406,184.11000061035156,182.77000427246094,184.0500030517578,159.2531280517578,4082500
2012-12-11,184.9199981689453,185.33999633789062,184.3000030517578,184.83999633789062,159.93667602539062,3134800
2012-12-12,185.4499969482422,185.77000427246094,184.25,184.5500030517578,159.6857452392578,3375900
2012-12-13,184.6699981689453,185.05999755859375,182.9199981689453,183.3699951171875,158.6647186279297,1672300
2012-12-14,183.0500030517578,183.6699981689453,182.74000549316406,183.0,158.34463500976562,2244200
2012-12-17,183.3300018310547,184.72999572753906,183.16000366210938,184.66000366210938,159.7809295654297,3018500
2012-12-18,184.9499969482422,187.4199981689453,184.66000366210938,187.1999969482422,161.97872924804688,3266100
2012-12-19,187.4499969482422,187.82000732421875,186.75,186.88999938964844,161.71054077148438,1816000
2012-12-20,187.19000244140625,188.22999572753906,186.6300048828125,188.0500030517578,162.7141876220703,3019500
2012-12-21,184.77000427246094,186.49000549316406,184.47999572753906,186.49000549316406,162.06761169433594,4397500
2012-12-24,185.3000030517578,185.8699951171875,184.97999572753906,185.44000244140625,161.15518188476562,997900
2012-12-26,185.97999572753906,185.97999572753906,183.91000366210938,184.02000427246094,159.92108154296875,2879800
2012-12-27,184.35000610351562,184.60000610351562,182.0,183.85000610351562,159.77334594726562,2182300
2012-12-28,182.92999267578125,183.9600067138672,182.47999572753906,182.72999572753906,158.80003356933594,1907200
2012-12-31,182.41000366210938,185.82000732421875,182.0800018310547,185.7100067138672,161.38980102539062,2659500
2013-01-02,190.08999633789062,190.86000061035156,188.61000061035156,190.86000061035156,165.86537170410156,3767600
2013-01-03,190.60000610351562,191.75999450683594,190.14999389648438,190.72000122070312,165.74371337890625,3650200
2013-01-04,191.3800048828125,192.24000549316406,190.50999450683594,192.0500030517578,166.89950561523438,1900900
2013-01-07,191.3800048828125,191.83999633789062,191.0,191.52000427246094,166.43894958496094,1557800
2013-01-08,191.33999633789062,191.8000030517578,190.3699951171875,191.00999450683594,165.9957275390625,1035700
2013-01-09,191.64999389648438,192.30999755859375,191.49000549316406,192.17999267578125,167.012451171875,1572200
2013-01-10,193.1999969482422,193.27999877929688,191.5,192.5800018310547,167.36009216308594,1870500
2013-01-11,192.6699981689453,192.75,191.6300048828125,192.27999877929688,167.099365234375,1099600
2013-01-14,192.0800018310547,193.07000732421875,192.00999450683594,192.64999389648438,167.4209442138672,1800600
2013-01-15,191.6699981689453,193.72000122070312,191.61000061035156,193.58999633789062,168.2378387451172,1351200
2013-01-16,193.30999755859375,193.57000732421875,192.6999969482422,193.1199951171875,167.82937622070312,1635100
2013-01-17,193.85000610351562,195.1699981689453,193.74000549316406,194.77999877929688,169.27198791503906,3178900
2013-01-18,194.8300018310547,195.3699951171875,194.22000122070312,195.19000244140625,169.62826538085938,1692900
2013-01-22,195.32000732421875,196.8300018310547,195.2100067138672,196.82000732421875,171.0448455810547,1864400
2013-01-23,196.75999450683594,197.1699981689453,196.4600067138672,196.8000030517578,171.02748107910156,1522200
2013-01-24,197.0,198.50999450683594,196.83999633789062,197.75999450683594,171.86172485351562,2481200
2013-01-25,198.77999877929688,199.63999938964844,197.72999572753906,199.63999938964844,173.4955291748047,2148800
2013-01-28,199.89999389648438,199.99000549316406,198.3699951171875,199.33999633789062,173.23486328125,2009400
2013-01-29,199.27999877929688,199.39999389648438,198.42999267578125,199.24000549316406,173.14797973632812,2106200
2013-01-30,199.39999389648438,199.44000244140625,197.8300018310547,198.02000427246094,172.0876922607422,1450600
2013-01-31,198.00999450683594,199.25,197.88999938964844,198.86000061035156,172.8176727294922,2702300
2013-02-01,199.69000244140625,200.82000732421875,199.24000549316406,200.47999572753906,174.2255859375,2369100
2013-02-04,199.38999938964844,200.1699981689453,198.02999877929688,198.66000366210938,172.64390563964844,2164000
2013-02-05,199.47999572753906,200.36000061035156,199.05999755859375,199.86000061035156,173.6866912841797,2652100
2013-02-06,199.39999389648438,200.97000122070312,199.2899932861328,200.97000122070312,174.65133666992188,2396600
2013-02-07,200.9499969482422,201.22999572753906,199.2899932861328,200.63999938964844,174.36459350585938,1397500
2013-02-08,201.02000427246094,201.89999389648438,200.89999389648438,201.89999389648438,175.45956420898438,1673400
